ILCE_UAVT,District,ADI,Category,ADRES,TELEFON,WEBSITESI,ACIL_SERVIS,Capacity,AMBULANS,Nbhood,Latitude,Longitude
2005,BAHÇELÝEVLER,Diþ Hekimi Meral Acun Alper,Clinic,Mustafa Kemalpaþa Cad. No:141 SOÐANLI/BAHÇELÝEVLER,0212 507 60 79 - 0533 924 00 02,,,,,SOÐANLI,41.01394971,28.85713276
2003,AVCILAR,Gümüþpala Kuruçeþme Aile Saðlýðý Merkezi,Aile Saðlýðý Merkezi,Çiçek Sk. No:1 GÜMÜÞPALA/AVCILAR,0212 694 00 15,,Yok,0,,GÜMÜÞPALA,40.98200119,28.73489976
2051,BEYLÝKDÜZÜ,Ýhlas Marmara Evleri Aile Saðlýðý Merkezi,Aile Saðlýðý Merkezi,Yeþilyurt Cad. No:9 KAVAKLI/BEYLÝKDÜZÜ,0212 876 84 84,,Yok,0,,KAVAKLI,40.98445823,28.65765698
2048,ARNAVUTKÖY,Arnavutköy Veteriner Kliniði,Veteriner,Eski Edirne Asfaltý Cad. No:1307 ARNAVUTKÖY MERKEZ/ARNAVUTKÖY,0212 597 53 63,www.arnavutkoyveteriner.com,,0,Yok,ARNAVUTKÖY MERKEZ,41.18394331,28.73642891
2053,ESENYURT,Private Yeni Hayat Saðlýk Kabini,Saðlýk Kabini Private,Halil Fahri Orman Cad. No:64 AKÇABURGAZ/ESENYURT,0530 309 84 01,,,,,AKÇABURGAZ,41.07478194,28.63425918
1421,KADIKÖY,Private Ekol Denti Diþ Laboratuvarý,Diþ Laboratuvarý,Gümüþçü Sk. No:11 BOSTANCI/KADIKÖY,0216 372 47 68,,,,,BOSTANCI,40.95677075,29.09498489
1823,KÜÇÜKÇEKMECE,Private Ýstanbul Hospital,Private Hospital,Þener Sk. No:2 ATATÜRK/KÜÇÜKÇEKMECE,0212 698 30 70,www.istanbulhospital.com.tr,Var,66,Var,ATATÜRK,41.05033148,28.80303332
2003,AVCILAR,Pink Erkam Optik,Optik,Merkez Cami Sk. No:31 MERKEZ/AVCILAR,0212 676 34 32,,,,,MERKEZ,40.98096985,28.72109512
2005,BAHÇELÝEVLER,Diþ Hekimi Gülten Hayýr Akça,Clinic,Maraþal Fevzi Çakmak 5. Sk. No:3 ÞÝRÝNEVLER/BAHÇELÝEVLER,0212 653 04 13,,,,,ÞÝRÝNEVLER,40.99410708,28.8455151
2005,BAHÇELÝEVLER,Diþ Hekimi Alkan Bilginer,Clinic,Tekin Sk. No:1 HÜRRÝYET/BAHÇELÝEVLER,0212 652 92 87,,,,,HÜRRÝYET,40.99299943,28.84289626
1327,FATÝH,Private Fener Balat Mecial Center,Mecial Center Private,Ayan Cad. No:74 BALAT/FATÝH,0212 534 91 87,,Yok,,Yok,BALAT,41.03268326,28.94603617
2050,BAÞAKÞEHÝR,Private Dentaliva Aðýz ve Diþ Saðlýðý Merkezi,Private Aðýz Diþ Saðlýðý Merkezleri,Hürriyet Bulvarý No:131B BAÞAKÞEHÝR/BAÞAKÞEHÝR,0212 555 54 82,www.dentaliva.com,,,,BAÞAKÞEHÝR,41.09806937,28.79115918
2050,BAÞAKÞEHÝR,Private Dent Bahçeþehir Aðýz ve Diþ Saðlýðý Kliniði,Private Aðýz Diþ Saðlýðý Merkezleri,Aþýk Mahsuni Þerif Cad. No:32 BAHÇEÞEHÝR 1. KISIM/BAÞAKÞEHÝR,0212 669 96 07,www.dentbahcesehir.com,,,,BAHÇEÞEHÝR 1. KISIM,41.06506093,28.68815526
2050,BAÞAKÞEHÝR,Private Ardent Aðýz ve Diþ Saðlýðý Polikliniði,Private Aðýz Diþ Saðlýðý Merkezleri,Kemal Sunal Cad. No:7 BAHÇEÞEHÝR 1. KISIM/BAÞAKÞEHÝR,0212 669 91 91,www.ardent.com.tr,,,,BAHÇEÞEHÝR 1. KISIM,41.06408328,28.68693841
2048,ARNAVUTKÖY,Arnavutköy Merkez Aile Saðlýk Merkezi,Aile Saðlýðý Merkezi,Tahtakale Sk. No:12 ARNAVUTKÖY MERKEZ/ARNAVUTKÖY,0212 597 00 95,,Yok,0,,ARNAVUTKÖY MERKEZ,41.18222012,28.74054814
2048,ARNAVUTKÖY,Arnavutköy Toplum Saðlýðý Merkezi,Toplum Saðlýðý Merkezi,Tahtakale Sk. No:12 ARNAVUTKÖY MERKEZ/ARNAVUTKÖY,0212 597 17 90,www.istanbulhalksagligi.gov.tr,,,Yok,ARNAVUTKÖY MERKEZ,41.18208504,28.74084257
2004,BAÐCILAR,Baðcýlar 22 Nolu Aile Saðlýk Merkezi,Aile Saðlýðý Merkezi,206. Sk. No:10 BARBAROS/BAÐCILAR,0212 651 04 10,,Yok,0,,BARBAROS,41.02437126,28.84088009
2004,BAÐCILAR,Baðcýlar 27 Nolu Aile Saðlýk Merkezi,Aile Saðlýðý Merkezi,2158. Sk. No:18 -20A 100. YIL/BAÐCILAR,0212 430 73 04,,Yok,0,,100. YIL,41.06086629,28.85332837
2005,BAHÇELÝEVLER,Baðcýlar 15 Nolu Aile Saðlýk Merkezi,Aile Saðlýðý Merkezi,Çaðlayan Sk. No:5 SÝYAVUÞPAÞA/BAHÇELÝEVLER,0212 505 19 84,,Yok,0,,SÝYAVUÞPAÞA,41.00275445,28.85148026
1166,BAKIRKÖY,Bakýrköy Toplum Saðlýk Merkezi,Toplum Saðlýðý Merkezi,Milliyetçi Sk. No:1 ZEYTÝNLÝK/BAKIRKÖY,0212 570 08 95,www.istanbulhalksagligi.gov.tr,,,Yok,ZEYTÝNLÝK,40.97855366,28.87157923
1886,BAYRAMPAÞA,Pet Adress Veteriner Kliniði,Veteriner,Atýþalaný Cad. No:3 YENÝDOÐAN/BAYRAMPAÞA,0212 613 78 78,www.vetpetadress.com,,0,Yok,YENÝDOÐAN,41.03852481,28.91209444
1185,BEYKOZ,Merkez Aile Saðlýk Merkezi,Aile Saðlýðý Merkezi,Moda Çýkmazý No:2 MERKEZ/BEYKOZ,0216 323 25 27,,Yok,0,,MERKEZ,41.1347512,29.09137596
1782,BÜYÜKÇEKMECE,Büyükçekmece Toplum Saðlýðý Merkezi,Toplum Saðlýðý Merkezi,Nutuk Cad. No:4 DÝZDARÝYE/BÜYÜKÇEKMECE,0212 883 10 07,www.istanbulhalksagligi.gov.tr,,,Yok,DÝZDARÝYE,41.02028175,28.57880093
1782,BÜYÜKÇEKMECE,Büyükçekmece Ana Çocuk Saðlýðý Ve Aile Planlamasý,Ana Çocuk Saðlýðý ve Aile Planlama Merkezi,Nutuk Cad. No:4 DÝZDARÝYE/BÜYÜKÇEKMECE,0212 883 66 35,www.istanbulhalksagligi.gov.tr,Yok,0,,DÝZDARÝYE,41.02031028,28.57867594
1782,BÜYÜKÇEKMECE,Batýköy Aile Saðlýk Merkezi,Aile Saðlýðý Merkezi,Uður Mumcu Cad. No:5 MÝMAROBA/BÜYÜKÇEKMECE,0212 863 36 26,,Yok,0,,MÝMAROBA,41.00222748,28.53991002
1782,BÜYÜKÇEKMECE,Büyükçekmece 1 Nolu Aile Saðlýk Merkezi,Aile Saðlýðý Merkezi,Kooperatifler Cad. No:25 TÜRKOBA/BÜYÜKÇEKMECE,,,Yok,0,,TÜRKOBA,41.02479692,28.51542287
1782,BÜYÜKÇEKMECE,Kumburgaz Aile Saðlýk Merkezi,Aile Saðlýðý Merkezi,Belediye Cad. No:6 KUMBURGAZ/BÜYÜKÇEKMECE,0212 884 13 66,,Yok,0,,KUMBURGAZ,41.03063923,28.45296557
2053,ESENYURT,Esenyurt 9 Nolu Aile Saðlýk Merkezi,Aile Saðlýðý Merkezi,747. Sk. No:22 ARDIÇLI/ESENYURT,0212 620 58 46,,Yok,0,,ARDIÇLI,41.04489866,28.68257471
1325,EYÜPSULTAN,Kemerburgaz Aile Saðlýk Merkezi,Aile Saðlýðý Merkezi,Dispanser Sk. No:17 MÝTHATPAÞA/EYÜPSULTAN,0212 360 13 11,,Yok,0,,MÝTHATPAÞA,41.15895542,28.91137514
1327,FATÝH,Topkapý Aile Saðlýk Merkezi,Aile Saðlýðý Merkezi,Sefa Hamamý Sk. No:1 TOPKAPI/FATÝH,0212 521 50 15,,Yok,0,,TOPKAPI,41.01967707,28.92990052
2012,MALTEPE,Maltepe 22 Nolu Cezaevi Aile Saðlýk Merkezi,Aile Saðlýðý Merkezi,Bebek Sk. No: BÜYÜKBAKKALKÖY/MALTEPE,0216 561 74 02,,Yok,0,,BÜYÜKBAKKALKÖY,40.96743064,29.20714445
1604,SARIYER,Sarýyer Toplum Saðlýðý Merkezi,Toplum Saðlýðý Merkezi,Deniz Sk. No:6 FERAHEVLER/SARIYER,0212 262 54 74,www.istanbulhalksagligi.gov.tr,,,Yok,FERAHEVLER,41.13203188,29.04193179
1604,SARIYER,Rumelifeneri Aile Saðlýk Merkezi,Aile Saðlýðý Merkezi,Sancak Sk. No:8 RUMELÝFENERÝ/SARIYER,0212 228 15 86,,Yok,0,,RUMELÝFENERÝ,41.23385843,29.11212623
1622,SÝLÝVRÝ,Silivri Merkez 1 Nolu Aile Saðlýðý Merkezi,Aile Saðlýðý Merkezi,Hürriyet Cad. No:13 ALÝBEY/SÝLÝVRÝ,0212 727 10 19,,Yok,0,,ALÝBEY,41.07153833,28.25743901
1622,SÝLÝVRÝ,Büyükkýlýçlý Saðlýk Evi,Saðlýk Evi,Çuhadar Sk. No:4 BÜYÜK KILIÇLI/SÝLÝVRÝ,0212 748 44 84,,,,,,41.16186412,28.19020963
2014,SULTANBEYLÝ,Sultanbeyli Toplum Saðlýk Merkezi,Toplum Saðlýðý Merkezi,Emir Cad. No:4 ABDURRAHMANGAZÝ/SULTANBEYLÝ,0216 398 07 70,www.istanbulhalksagligi.gov.tr,,,Yok,ABDURRAHMANGAZÝ,40.97030509,29.26119988
2014,SULTANBEYLÝ,Sultanbeyli Ana Çocuk Saðlýðý Ve Aile Planlamasý,Ana Çocuk Saðlýðý ve Aile Planlama Merkezi,Kýzýlcýk Sk. No:78B BATTALGAZÝ/SULTANBEYLÝ,0216 592 64 65,www.istanbulhalksagligi.gov.tr,Yok,0,,BATTALGAZÝ,40.97794226,29.26564533
2014,SULTANBEYLÝ,Suntanbeyli 4 Nolu Aile Saðlýk Merkezi,Aile Saðlýðý Merkezi,Çayýr Sk. No:49A MEHMET AKÝF/SULTANBEYLÝ,0216 419 46 92,,Yok,0,,MEHMET AKÝF,40.95647416,29.26372587
2055,SULTANGAZÝ,Zübeyde Haným Ana Çocuk Saðlýðý Ve Aile Planlamasý,Ana Çocuk Saðlýðý ve Aile Planlama Merkezi,2116. Sk. No:20 UÐUR MUMCU/SULTANGAZÝ,0212 536 49 03,www.istanbulhalksagligi.gov.tr,Yok,0,,UÐUR MUMCU,41.09618725,28.86709705
2055,SULTANGAZÝ,Sultançiftliði Aile Saðlýk Merkezi,Aile Saðlýðý Merkezi,171. Sk. No:30 SULTANÇÝFTLÝÐÝ/SULTANGAZÝ,0212 619 90 14,,Yok,0,Yok,SULTANÇÝFTLÝÐÝ,41.10107925,28.85814612
2015,TUZLA,Aydýnlý Þehit Bekir Demir Aile Saðlýk Merkezi,Aile Saðlýðý Merkezi,Kahraman Sk. No:28 AYDINLI/TUZLA,0216 393 28 76,,Yok,0,,AYDINLI,40.87062406,29.32980557
1852,ÜMRANÝYE,Ümraniye 21 Nolu Cezaevi Aile Saðlýk Merkezi,Aile Saðlýðý Merkezi,Küçüksu Cad. No: ÝNKILAP/ÜMRANÝYE,0216 632 43 47,,Yok,0,,ÝNKILAP,41.0549475,29.11550274
1852,ÜMRANÝYE,Ümraniye 22 Nolu Cezaevi Aile Saðlýk Merkezi,Aile Saðlýðý Merkezi,Küçüksu Cad. No: ÝNKILAP/ÜMRANÝYE,0216 631 65 16,,Yok,0,,ÝNKILAP,41.05400982,29.11587362
1708,ÜSKÜDAR,Bulgurlu Aile Saðlýk Merkezi,Aile Saðlýðý Merkezi,Baðcýlar Cad. Bülbül Sk.No:5 BULGURLU/ÜSKÜDAR,0216 520 01 40,,Yok,0,,BULGURLU,41.01911474,29.07437278
1708,ÜSKÜDAR,Doðancýlar Aile Saðlýk Merkezi,Aile Saðlýðý Merkezi,Açýk Türbe Mektebi Sk. No:66 AZÝZ MAHMUT HÜDAYÝ/ÜSKÜDAR,0216 532 93 83,,Yok,0,,AZÝZ MAHMUT HÜDAYÝ,41.02256581,29.01575818
1708,ÜSKÜDAR,Üsküdar 20 Nolu Aile Saðlýk Merkezi,Aile Saðlýðý Merkezi,Sebat Sk. No:6 KÜPLÜCE/ÜSKÜDAR,0216 318 93 42,,Yok,0,,KÜPLÜCE,41.03285382,29.0609044
1708,ÜSKÜDAR,Üsküdar 23 Nolu Aile Saðlýk Merkezi,Aile Saðlýðý Merkezi,Ayazma Cad. No:4/2 ÜNALAN/ÜSKÜDAR,0216 324 76 46,,Yok,0,,ÜNALAN,40.99861497,29.06514979
1739,ZEYTÝNBURNU,Yeþiltepe Aile Saðlýk Merkezi,Aile Saðlýðý Merkezi,56. Sk. No:67 SÜMER/ZEYTÝNBURNU,0212 582 50 12,,Yok,0,,SÜMER,40.99116189,28.89787394
1739,ZEYTÝNBURNU,Zeytinburnu 3 Nolu Aile Saðlýk Merkezi,Aile Saðlýðý Merkezi,85/5. Sk. No:26 TELSÝZ/ZEYTÝNBURNU,0212 582 82 70,,Var,0,,TELSÝZ,41.00141674,28.91171243
2051,BEYLÝKDÜZÜ,Ýstanbul 2 Nolu Halk Saðlýðý Laboratuvarý,Laboratuvar,Birlik Sanayi Yolu No: YAKUPLU/BEYLÝKDÜZÜ,0212 570 00 51,www.istanbulhalksagligi.gov.tr,,,,YAKUPLU,41.00729045,28.65980341
2049,ATAÞEHÝR,SBÜ Ümraniye Eðitim ve Araþtýrma Hospitalsi Mustafa Kemal Semt Polikliniði,Policlinic,3001. Cad. No:79 MUSTAFA KEMAL/ATAÞEHÝR,0216 632 18 18,,Yok,,,MUSTAFA KEMAL,41.00366717,29.09337218
1708,ÜSKÜDAR,Beylerbeyi Toplum Ruh Saðlýðý Merkezi,Toplum Saðlýðý Merkezi,Þemsiefendi Sk. No:7/2 BEYLERBEYÝ/ÜSKÜDAR,0216 557 91 02,,Yok,0,,BEYLERBEYÝ,41.04305579,29.04506599
2005,BAHÇELÝEVLER,Ýstanbul Fizik Tedavi Rehabilitasyon Eðitim ve Araþtýrma Hospitalsi ,Research Hospital,Ordu Cad. No:1-7 KOCASÝNAN MERKEZ/BAHÇELÝEVLER,0212 496 50 00,www.istanbulftr.gov.tr,Yok,253,Var,KOCASÝNAN MERKEZ,41.00599613,28.84405448
1622,SÝLÝVRÝ,Silivri 2 Nolu Emergency Station,Emergency Station,Çanta Cad. No:162 F SEMÝZKUMLAR/SÝLÝVRÝ,0212 726 07 04,www.istanbulsaglik.gov.tr,Yok,3,Var,SEMÝZKUMLAR,41.09366461,28.15480085
1622,SÝLÝVRÝ,Silivri Ceza Ýnfaz Kurumu Public Hospital,Public Hospital,Çanta Cad. No:162 F SEMÝZKUMLAR/SÝLÝVRÝ,0212 726 05 62,http://silivrickdh.saglik.gov.tr,Var,30,Yok,SEMÝZKUMLAR,41.09370659,28.15362983
1327,FATÝH,Þehremini Verem Savaþ Dispanseri,Verem Savaþ Dispanseri,Turgut Özal Millet Cad. No:118AH TOPKAPI/FATÝH,0212 521 81 98,www.istveremsavder.org,,0,Yok,TOPKAPI,41.01627992,28.93355364
2012,MALTEPE,Ýstanbul Onkoloji Hospitalsi,Private Hospital,Talatpaþa Cad. No:75 CEVÝZLÝ/MALTEPE,0216 457 37 37,www.istanbulonkoloji.com,Var,54,Var,CEVÝZLÝ,40.92259348,29.15342084
1663,ÞÝÞLÝ,Private Acýbadem Hospitalsi Taksim,Private Hospital,Nizamiye Sk. No:26 ÝNÖNÜ/ÞÝÞLÝ,0212 273 44 44,www.acibadem.com,Var,93,Yok,ÝNÖNÜ,41.04149123,28.98232691
2048,ARNAVUTKÖY,Arnavutköy 2 Nolu Acil  Saðlýk Hizmetleri Ýstasyonu,Emergency Station,Çarþamba Sk. No:1 HADIMKÖY/ARNAVUTKÖY,0212 771 27 83,www.istanbulsaglik.gov.tr,Yok,3,Var,HADIMKÖY,41.15616569,28.62452586
2048,ARNAVUTKÖY,Arnavutköy 3 Nolu Acil Saðlýk Hizmetleri Ýstasyonu,Emergency Station,Atatürk Cad. No:42 MAREÞAL FEVZÝ ÇAKMAK/ARNAVUTKÖY,0212 597 61 78,www.istanbulsaglik.gov.tr,Yok,3,Var,MAREÞAL FEVZÝ ÇAKMAK,41.20395667,28.71673908
2004,BAÐCILAR,Baðcýlar 2 Nolu Emergency Station,Emergency Station,Cami Yolu Cad. No:66 EVREN/BAÐCILAR,0212 474 47 31,www.istanbulsaglik.gov.tr,Yok,3,Var,15 TEMMUZ,41.03971721,28.81697366
2004,BAÐCILAR,Baðcýlar 5 Nolu Acil Saðlýk Hizmetleri Ýstasyonu,Emergency Station,Baðcýlar Research Hospital Heliport Alaný Yaný MERKEZ/BAÐCILAR,0212 562 72 84,www.istanbulsaglik.gov.tr,Yok,3,Var,MERKEZ,41.0292445,28.87082666
2005,BAHÇELÝEVLER,Bahçelievler 7 ve 9 Nolu  Acil Saðlýk Hizmetleri Ýstasyonu,Emergency Station,Saray Cad. No:4 ÞÝRÝNEVLER/BAHÇELÝEVLER,0212 442 33 73,www.istanbulsaglik.gov.tr,Yok,3,Var,ÞÝRÝNEVLER,40.99963921,28.85137458
1166,BAKIRKÖY,Bakýrköy 1 Nolu Emergency Station,Emergency Station,Dr. Tevfik Saðlam Cad. No:32 /7 ZUHURATBABA/BAKIRKÖY,0212 572 78 03,www.istanbulsaglik.gov.tr,Yok,3,Var,ZUHURATBABA,40.99129647,28.85870516
1166,BAKIRKÖY,Bakýrköy 2 Nolu Emergency Station,Emergency Station,Lale Sk. No:7 ATAKÖY 7-8-9-10. KISIM/BAKIRKÖY,0212 560 05 96,www.istanbulsaglik.gov.tr,Yok,3,Var,ATAKÖY 7-8-9-10. KISIM,40.98027896,28.84289826
1166,BAKIRKÖY,Bakýrköy 3 Nolu Emergency Station,Emergency Station,Dr. Tevfik Saðlam Cad. No:25 /1 ZUHURATBABA/BAKIRKÖY,0212 542 22 88,www.istanbulsaglik.gov.tr,Yok,3,Var,ZUHURATBABA,40.99065441,28.86133701
2050,BAÞAKÞEHÝR,Baþakþehir 1 Nolu Acil Saðlýk Hizmetleri Ýstasyonu,Emergency Station,Denizatý Sk. No:15 BAHÇEÞEHÝR 2. KISIM/BAÞAKÞEHÝR,0212 672 56 37,www.istanbulsaglik.gov.tr,Yok,3,Var,BAHÇEÞEHÝR 2. KISIM,41.06608136,28.67813896
1886,BAYRAMPAÞA,Bayrampaþa 2 ve 6  Nolu Acil Saðlýk Hizmetleri Ýstasyonlarý,Emergency Station,Þehir Parký Cad. No: YILDIRIM/BAYRAMPAÞA,0212 640 62 53,www.istanbulsaglik.gov.tr,Yok,3,Var,YILDIRIM,41.063252,28.887954
1739,ZEYTÝNBURNU,Bayrampaþa 3 Nolu Saðlýk Hizmetleri Ýstasyonu,Emergency Station,Gümüþsuyu Cad. No:62 MALTEPE/ZEYTÝNBURNU,0212 674 49 97,www.istanbulsaglik.gov.tr,Yok,3,Var,MALTEPE,41.02991648,28.91412692
1183,BEÞÝKTAÞ,Beþiktaþ 3 Nolu Emergency Station,Emergency Station,Barbaros Bulvarý No:2/1 DÝKÝLÝTAÞ/BEÞÝKTAÞ,0212 227 87 15,www.istanbulsaglik.gov.tr,Yok,3,Var,DÝKÝLÝTAÞ,41.05218094,29.00839582
2051,BEYLÝKDÜZÜ,Beylikdüzü 1 Nolu Emergency Station,Emergency Station,Gülbahçe Sk. No:10 BARIÞ/BEYLÝKDÜZÜ,0212 873 41 74,www.istanbulsaglik.gov.tr,Yok,3,Var,BARIÞ,40.99585067,28.65166597
2051,BEYLÝKDÜZÜ,Beylikdüzü 4 Nolu Emergency Station,Emergency Station,Gülbahçe Sk. No:10 BARIÞ/BEYLÝKDÜZÜ,0212 873 41 74,www.istanbulsaglik.gov.tr,Yok,3,Var,BARIÞ,40.99579544,28.65169607
2051,BEYLÝKDÜZÜ,Adnan Kahveci Aile Saðlýðý Merkezi,Aile Saðlýðý Merkezi,Osmanlý Cad. ADNAN KAHVECÝ/BEYLÝKDÜZÜ,0212 855 13 13,,Yok,0,,ADNAN KAHVECÝ,41.00417039,28.62942753
2051,BEYLÝKDÜZÜ,Beylikdüzü 7 Nolu Emergency Station,Emergency Station,Osmanlý Cad. ADNAN KAHVECÝ/BEYLÝKDÜZÜ,0212 855 13 52,www.istanbulsaglik.gov.tr,Yok,3,Var,ADNAN KAHVECÝ,41.00419605,28.6295421
1663,ÞÝÞLÝ,Beyoðlu 4 Nolu Emergency Station,Emergency Station,Baðlantý Yolu HARBÝYE/ÞÝÞLÝ,0212 293 47 29,www.istanbulsaglik.gov.tr,Yok,3,Var,HARBÝYE,41.04174737,28.98992268
1663,ÞÝÞLÝ,Beyoðlu 2 Nolu Emergency Station,Emergency Station,Bomonti-Dolmabahçe Karayolu Tüneli HARBÝYE/ÞÝÞLÝ,0212 293 47 29,www.istanbulsaglik.gov.tr,Yok,3,Var,HARBÝYE,41.04174309,28.99009187
1186,BEYOÐLU,Beyoðlu 3 Nolu Emergency Station,Emergency Station,Talip Paþa Arkasý Sk. No:7 SÜTLÜCE/BEYOÐLU,0212 249 18 95,www.istanbulsaglik.gov.tr,Yok,3,Var,SÜTLÜCE,41.05154737,28.94475956
1186,BEYOÐLU,Beyoðlu 5 Nolu Emergency Station,Emergency Station,Sipahi Fýrýný Sk. No:2A YAHYA KAHYA/BEYOÐLU,0212 297 89 75,www.istanbulsaglik.gov.tr,Yok,3,Var,YAHYA KAHYA,41.03304656,28.97088045
1782,BÜYÜKÇEKMECE,Büyükçekmece 3 Nolu Emergency Station,Emergency Station,Parmaksýz Cad. No:35 ATATÜRK/BÜYÜKÇEKMECE,0212 882 11 29,www.istanbulsaglik.gov.tr,Yok,3,Var,ATATÜRK,41.0129147,28.6056272
1782,BÜYÜKÇEKMECE,Büyükçekmece 1 Nolu Emergency Station,Emergency Station,Parmaksýz Cad. No:35 ATATÜRK/BÜYÜKÇEKMECE,0212 882 11 29,www.istanbulsaglik.gov.tr,Yok,3,Var,ATATÜRK,41.01290605,28.60550283
1237,ÇATALCA,Arnavutköy 4 Nolu Emergency Station,Emergency Station,Gökçeali Cad. No:288 SUBAÞI/ÇATALCA,0212 795 04 15,www.istanbulsaglik.gov.tr,Yok,3,Var,SUBAÞI,41.22157665,28.45555181
1237,ÇATALCA,Çatalca 2 Nolu Emergency Station,Emergency Station,Gökçeali Cad. No:288 SUBAÞI/ÇATALCA,0212 795 04 15,www.istanbulsaglik.gov.tr,Yok,3,Var,SUBAÞI,41.22157636,28.45538775
2016,ESENLER,Esenler 2 No'lu Acil Saðlýk Hizmetleri Ýstasyonu,Emergency Station,939. Sk. No:26 KEMER/ESENLER,0212 628 51 12,www.istanbulsaglik.gov.tr,Yok,3,Var,KEMER,41.0555069,28.87960391
2016,ESENLER,Esenler 4 No'lu Acil Saðlýk Hizmetleri Ýstasyonu,Emergency Station,939. Sk. No:26 KEMER/ESENLER,0212 628 51 12,www.istanbulsaglik.gov.tr,Yok,3,Var,KEMER,41.05559038,28.87961429
2053,ESENYURT,Esenyurt 8 No'lu Acil Saðlýk Hizmetleri Ýstasyonu,Emergency Station,1131. Sk. No:1/2 BAÐLARÇEÞME/ESENYURT,0212 699 11 03,www.istanbulsaglik.gov.tr,Yok,3,Var,BAÐLARÇEÞME,41.03889022,28.67645124
2053,ESENYURT,Esenyurt 1 No'lu Acil Saðlýk Hizmetleri Ýstasyonu,Emergency Station,1131. Sk. No:1/2 BAÐLARÇEÞME/ESENYURT,0212 699 11 03,www.istanbulsaglik.gov.tr,Yok,3,Var,BAÐLARÇEÞME,41.03886182,28.67646833
2053,ESENYURT,Esenyurt 5 No'lu Acil Saðlýk Hizmetleri Ýstasyonu,Emergency Station,3020. Sk. No:46 AKÇABURGAZ/ESENYURT,0212 858 08 42,www.istanbulsaglik.gov.tr,Yok,3,Var,AKÇABURGAZ,41.07585234,28.633125
2053,ESENYURT,Esenyurt 2 No'lu Acil Saðlýk Hizmetleri Ýstasyonu,Emergency Station,3020. Sk. No:46 AKÇABURGAZ/ESENYURT,0212 858 08 42,www.istanbulsaglik.gov.tr,Yok,3,Var,AKÇABURGAZ,41.07583261,28.63306874
2053,ESENYURT,Esenyurt 3 No'lu Acil Saðlýk Hizmetleri Ýstasyonu,Emergency Station,545. Sk. No:4 GÖKEVLER/ESENYURT,0212 853 95 48,www.istanbulsaglik.gov.tr,Yok,3,Var,GÖKEVLER,41.02593739,28.63520991
2053,ESENYURT,Esenyurt Toplum Saðlýðý Merkezi,Toplum Saðlýðý Merkezi,Karakol Sk. No:2 NECÝP FAZIL KISAKÜREK/ESENYURT,0212 853 77 52 - 0212 853 65 62,www.istanbulhalksagligi.gov.tr,,,Yok,NECÝP FAZIL KISAKÜREK,41.03154737,28.65782338
2053,ESENYURT,Esenyurt 6 No'lu Acil Saðlýk Hizmetleri Ýstasyonu,Emergency Station,Karakol Sk. No:2 NECÝP FAZIL KISAKÜREK/ESENYURT,0212 689 09 04,www.istanbulsaglik.gov.tr,Yok,3,Var,NECÝP FAZIL KISAKÜREK,41.03149138,28.65780187
1325,EYÜPSULTAN,Eyüpsultan 1 No'lu Acil Saðlýk Hizmetleri Ýstasyonu,Emergency Station,Hz. Halid Bulvarý No:29 ÝSLAMBEY/EYÜPSULTAN,0212 581 73 47,www.istanbulsaglik.gov.tr,Yok,3,Var,ÝSLAMBEY,41.0479277,28.93051408
1325,EYÜPSULTAN,Eyüpsultan 2 No'lu Acil Saðlýk Hizmetleri Ýstasyonu,Emergency Station,Muhsin Yazýcýoðlu Cad. No:65 SÝLAHTARAÐA/EYÜPSULTAN,0212 563 63 88,www.istanbulsaglik.gov.tr,Yok,3,Var,SÝLAHTARAÐA,41.06098796,28.94044279
1327,FATÝH,Fatih 3 Nolu Emergency Station,Emergency Station,Aynalý Bakkal Sk. No:2 MEVLANAKAPI/FATÝH,0212 533 08 05,www.istanbulsaglik.gov.tr,Yok,3,Var,MEVLANAKAPI,41.010532,28.925458
1327,FATÝH,Fatih 4 Nolu Emergency Station,Emergency Station,Mahkemealtý Cad. AYVANSARAY/FATÝH,0212 631 94 22,www.istanbulsaglik.gov.tr,Yok,3,Var,AYVANSARAY,41.036423,28.945308
1327,FATÝH,Fatih 6 Nolu Emergency Station,Emergency Station,Koca Mustafapaþa Cad. No:53P CERRAHPAÞA/FATÝH,0212 586 18 43,www.istanbulsaglik.gov.tr,Yok,3,Var,CERRAHPAÞA,41.00565042,28.94071811
1327,FATÝH,Fatih 8 Nolu Emergency Station,Emergency Station,Turgut Özal Millet Cad. No:118R TOPKAPI/FATÝH,0212 621 92 96,www.istanbulsaglik.gov.tr,Yok,3,Var,TOPKAPI,41.016981,28.934392
1336,GAZÝOSMANPAÞA,Gaziosmanpaþa 6 Nolu Emergency Station,Emergency Station,322. Sk. No:4 HÜRRÝYET/GAZÝOSMANPAÞA,0212 479 93 57,www.istanbulsaglik.gov.tr,Yok,3,Var,HÜRRÝYET,41.08225872,28.88256596
1336,GAZÝOSMANPAÞA,Gaziosmanpaþa 7 Nolu Emergency Station,Emergency Station,Menderes Cad. No:20 KARADENÝZ/GAZÝOSMANPAÞA,0212 649 20 18,www.istanbulsaglik.gov.tr,Yok,3,Var,KARADENÝZ,41.073684,28.902425
